"TIME","GEO","S_ADJ","AGE","SEX","Value","Flag and Footnotes"
"2009","Slovakia","Not seasonally adjusted data","Total","Total","12.1",""
"2009","Slovakia","Not seasonally adjusted data","Total","Males","11.5",""
"2009","Slovakia","Not seasonally adjusted data","Total","Females","12.9",""
"2009","Slovakia","Not seasonally adjusted data","Less than 25 years","Total","27.6",""
"2009","Slovakia","Not seasonally adjusted data","Less than 25 years","Males","27.9",""
"2009","Slovakia","Not seasonally adjusted data","Less than 25 years","Females","27.1",""
"2009","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Total","10.5",""
"2009","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Males","9.6",""
"2009","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Females","11.6",""
"2009","Finland","Not seasonally adjusted data","Total","Total","8.2",""
"2009","Finland","Not seasonally adjusted data","Total","Males","8.9",""
"2009","Finland","Not seasonally adjusted data","Total","Females","7.6",""
"2009","Finland","Not seasonally adjusted data","Less than 25 years","Total","21.5",""
"2009","Finland","Not seasonally adjusted data","Less than 25 years","Males","24.1",""
"2009","Finland","Not seasonally adjusted data","Less than 25 years","Females","19.0",""
"2009","Finland","Not seasonally adjusted data","From 25 to 74 years","Total","6.4",""
"2009","Finland","Not seasonally adjusted data","From 25 to 74 years","Males","6.9",""
"2009","Finland","Not seasonally adjusted data","From 25 to 74 years","Females","5.9",""
"2009","Sweden","Not seasonally adjusted data","Total","Total","8.3",""
"2009","Sweden","Not seasonally adjusted data","Total","Males","8.6",""
"2009","Sweden","Not seasonally adjusted data","Total","Females","8.0",""
"2009","Sweden","Not seasonally adjusted data","Less than 25 years","Total","25.0",""
"2009","Sweden","Not seasonally adjusted data","Less than 25 years","Males","26.3",""
"2009","Sweden","Not seasonally adjusted data","Less than 25 years","Females","23.7",""
"2009","Sweden","Not seasonally adjusted data","From 25 to 74 years","Total","5.9",""
"2009","Sweden","Not seasonally adjusted data","From 25 to 74 years","Males","6.1",""
"2009","Sweden","Not seasonally adjusted data","From 25 to 74 years","Females","5.6",""
"2009","United Kingdom","Not seasonally adjusted data","Total","Total","7.6",""
"2009","United Kingdom","Not seasonally adjusted data","Total","Males","8.5",""
"2009","United Kingdom","Not seasonally adjusted data","Total","Females","6.4",""
"2009","United Kingdom","Not seasonally adjusted data","Less than 25 years","Total","19.1",""
"2009","United Kingdom","Not seasonally adjusted data","Less than 25 years","Males","21.9",""
"2009","United Kingdom","Not seasonally adjusted data","Less than 25 years","Females","16.1",""
"2009","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Total","5.6",""
"2009","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Males","6.3",""
"2009","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Females","4.7",""
"2009","Iceland","Not seasonally adjusted data","Total","Total","7.2",""
"2009","Iceland","Not seasonally adjusted data","Total","Males","8.6",""
"2009","Iceland","Not seasonally adjusted data","Total","Females","5.7",""
"2009","Iceland","Not seasonally adjusted data","Less than 25 years","Total","16.0",""
"2009","Iceland","Not seasonally adjusted data","Less than 25 years","Males","19.9",""
"2009","Iceland","Not seasonally adjusted data","Less than 25 years","Females","12.0",""
"2009","Iceland","Not seasonally adjusted data","From 25 to 74 years","Total","5.5",""
"2009","Iceland","Not seasonally adjusted data","From 25 to 74 years","Males","6.5",""
"2009","Iceland","Not seasonally adjusted data","From 25 to 74 years","Females","4.3",""
"2009","Norway","Not seasonally adjusted data","Total","Total","3.2",""
"2009","Norway","Not seasonally adjusted data","Total","Males","3.6",""
"2009","Norway","Not seasonally adjusted data","Total","Females","2.7",""
"2009","Norway","Not seasonally adjusted data","Less than 25 years","Total","9.2",""
"2009","Norway","Not seasonally adjusted data","Less than 25 years","Males","10.3",""
"2009","Norway","Not seasonally adjusted data","Less than 25 years","Females","8.0",""
"2009","Norway","Not seasonally adjusted data","From 25 to 74 years","Total","2.2",""
"2009","Norway","Not seasonally adjusted data","From 25 to 74 years","Males","2.6",""
"2009","Norway","Not seasonally adjusted data","From 25 to 74 years","Females","1.8",""
"2009","Turkey","Not seasonally adjusted data","Total","Total","13.0",""
"2009","Turkey","Not seasonally adjusted data","Total","Males",":",""
"2009","Turkey","Not seasonally adjusted data","Total","Females",":",""
"2009","Turkey","Not seasonally adjusted data","Less than 25 years","Total","22.8",""
"2009","Turkey","Not seasonally adjusted data","Less than 25 years","Males",":",""
"2009","Turkey","Not seasonally adjusted data","Less than 25 years","Females",":",""
"2009","Turkey","Not seasonally adjusted data","From 25 to 74 years","Total","10.9",""
"2009","Turkey","Not seasonally adjusted data","From 25 to 74 years","Males",":",""
"2009","Turkey","Not seasonally adjusted data","From 25 to 74 years","Females",":",""
"2009","United States","Not seasonally adjusted data","Total","Total","9.3",""
"2009","United States","Not seasonally adjusted data","Total","Males","10.3",""
"2009","United States","Not seasonally adjusted data","Total","Females","8.1",""
"2009","United States","Not seasonally adjusted data","Less than 25 years","Total","17.6",""
"2009","United States","Not seasonally adjusted data","Less than 25 years","Males","20.1",""
"2009","United States","Not seasonally adjusted data","Less than 25 years","Females","14.9",""
"2009","United States","Not seasonally adjusted data","From 25 to 74 years","Total","7.9",""
"2009","United States","Not seasonally adjusted data","From 25 to 74 years","Males","8.8",""
"2009","United States","Not seasonally adjusted data","From 25 to 74 years","Females","6.9",""
"2009","Japan","Not seasonally adjusted data","Total","Total","5.1",""
"2009","Japan","Not seasonally adjusted data","Total","Males","5.2",""
"2009","Japan","Not seasonally adjusted data","Total","Females","4.8",""
"2009","Japan","Not seasonally adjusted data","Less than 25 years","Total","9.3",""
"2009","Japan","Not seasonally adjusted data","Less than 25 years","Males","10.2",""
"2009","Japan","Not seasonally adjusted data","Less than 25 years","Females","8.4",""
"2009","Japan","Not seasonally adjusted data","From 25 to 74 years","Total","4.7",""
"2009","Japan","Not seasonally adjusted data","From 25 to 74 years","Males","4.9",""
"2009","Japan","Not seasonally adjusted data","From 25 to 74 years","Females","4.4",""
"2010","Belgium","Not seasonally adjusted data","Total","Total","8.3",""
"2010","Belgium","Not seasonally adjusted data","Total","Males","8.1",""
"2010","Belgium","Not seasonally adjusted data","Total","Females","8.5",""
"2010","Belgium","Not seasonally adjusted data","Less than 25 years","Total","22.4",""
"2010","Belgium","Not seasonally adjusted data","Less than 25 years","Males","22.4",""
"2010","Belgium","Not seasonally adjusted data","Less than 25 years","Females","22.4",""
"2010","Belgium","Not seasonally adjusted data","From 25 to 74 years","Total","7.0",""
"2010","Belgium","Not seasonally adjusted data","From 25 to 74 years","Males","6.8",""
"2010","Belgium","Not seasonally adjusted data","From 25 to 74 years","Females","7.2",""
"2010","Bulgaria","Not seasonally adjusted data","Total","Total","10.3","i"
"2010","Bulgaria","Not seasonally adjusted data","Total","Males","10.8","i"
"2010","Bulgaria","Not seasonally adjusted data","Total","Females","9.6","i"
"2010","Bulgaria","Not seasonally adjusted data","Less than 25 years","Total","21.8","i"
"2010","Bulgaria","Not seasonally adjusted data","Less than 25 years","Males","22.8","i"
"2010","Bulgaria","Not seasonally adjusted data","Less than 25 years","Females","20.3","i"
"2010","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Total","9.3","i"
"2010","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Males","9.7","i"
"2010","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Females","8.8","i"
"2010","Czech Republic","Not seasonally adjusted data","Total","Total","7.3",""
"2010","Czech Republic","Not seasonally adjusted data","Total","Males","6.4",""
"2010","Czech Republic","Not seasonally adjusted data","Total","Females","8.5",""
"2010","Czech Republic","Not seasonally adjusted data","Less than 25 years","Total","18.3",""
"2010","Czech Republic","Not seasonally adjusted data","Less than 25 years","Males","18.2",""
"2010","Czech Republic","Not seasonally adjusted data","Less than 25 years","Females","18.5",""
"2010","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Total","6.4",""
"2010","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Males","5.4",""
"2010","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Females","7.7",""
"2010","Denmark","Not seasonally adjusted data","Total","Total","7.5",""
"2010","Denmark","Not seasonally adjusted data","Total","Males","8.4",""
"2010","Denmark","Not seasonally adjusted data","Total","Females","6.5",""
"2010","Denmark","Not seasonally adjusted data","Less than 25 years","Total","13.9",""
"2010","Denmark","Not seasonally adjusted data","Less than 25 years","Males","16.0",""
"2010","Denmark","Not seasonally adjusted data","Less than 25 years","Females","11.8",""
"2010","Denmark","Not seasonally adjusted data","From 25 to 74 years","Total","6.3",""
"2010","Denmark","Not seasonally adjusted data","From 25 to 74 years","Males","7.0",""
"2010","Denmark","Not seasonally adjusted data","From 25 to 74 years","Females","5.4",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Total","7.0",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Males","7.4",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Females","6.5",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Total","9.8",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Males","10.6",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Females","8.8",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Total","6.6",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Males","7.0",""
"2010","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Females","6.2",""
"2010","Estonia","Not seasonally adjusted data","Total","Total","16.7",""
"2010","Estonia","Not seasonally adjusted data","Total","Males","19.3",""
"2010","Estonia","Not seasonally adjusted data","Total","Females","14.1",""
"2010","Estonia","Not seasonally adjusted data","Less than 25 years","Total","32.9",""
"2010","Estonia","Not seasonally adjusted data","Less than 25 years","Males","35.6",""
"2010","Estonia","Not seasonally adjusted data","Less than 25 years","Females","29.5",""
"2010","Estonia","Not seasonally adjusted data","From 25 to 74 years","Total","14.9",""
"2010","Estonia","Not seasonally adjusted data","From 25 to 74 years","Males","17.3",""
"2010","Estonia","Not seasonally adjusted data","From 25 to 74 years","Females","12.6",""
"2010","Ireland","Not seasonally adjusted data","Total","Total","13.9",""
"2010","Ireland","Not seasonally adjusted data","Total","Males","17.1",""
"2010","Ireland","Not seasonally adjusted data","Total","Females","9.9",""
"2010","Ireland","Not seasonally adjusted data","Less than 25 years","Total","27.6",""
"2010","Ireland","Not seasonally adjusted data","Less than 25 years","Males","33.7",""
"2010","Ireland","Not seasonally adjusted data","Less than 25 years","Females","21.2",""
"2010","Ireland","Not seasonally adjusted data","From 25 to 74 years","Total","12.0",""
"2010","Ireland","Not seasonally adjusted data","From 25 to 74 years","Males","15.0",""
"2010","Ireland","Not seasonally adjusted data","From 25 to 74 years","Females","8.1",""
"2010","Greece","Not seasonally adjusted data","Total","Total","12.7",""
"2010","Greece","Not seasonally adjusted data","Total","Males","10.1",""
"2010","Greece","Not seasonally adjusted data","Total","Females","16.4",""
"2010","Greece","Not seasonally adjusted data","Less than 25 years","Total","33.0",""
"2010","Greece","Not seasonally adjusted data","Less than 25 years","Males","26.8",""
"2010","Greece","Not seasonally adjusted data","Less than 25 years","Females","40.3",""
"2010","Greece","Not seasonally adjusted data","From 25 to 74 years","Total","11.2",""
"2010","Greece","Not seasonally adjusted data","From 25 to 74 years","Males","8.9",""
"2010","Greece","Not seasonally adjusted data","From 25 to 74 years","Females","14.4",""
"2010","Spain","Not seasonally adjusted data","Total","Total","19.9",""
"2010","Spain","Not seasonally adjusted data","Total","Males","19.6",""
"2010","Spain","Not seasonally adjusted data","Total","Females","20.2",""
"2010","Spain","Not seasonally adjusted data","Less than 25 years","Total","41.5",""
"2010","Spain","Not seasonally adjusted data","Less than 25 years","Males","43.1",""
"2010","Spain","Not seasonally adjusted data","Less than 25 years","Females","39.6",""
"2010","Spain","Not seasonally adjusted data","From 25 to 74 years","Total","17.8",""
"2010","Spain","Not seasonally adjusted data","From 25 to 74 years","Males","17.4",""
"2010","Spain","Not seasonally adjusted data","From 25 to 74 years","Females","18.3",""
"2010","France","Not seasonally adjusted data","Total","Total","9.3",""
"2010","France","Not seasonally adjusted data","Total","Males","9.0",""
"2010","France","Not seasonally adjusted data","Total","Females","9.5",""
"2010","France","Not seasonally adjusted data","Less than 25 years","Total","23.3",""
"2010","France","Not seasonally adjusted data","Less than 25 years","Males","22.9",""
"2010","France","Not seasonally adjusted data","Less than 25 years","Females","23.8",""
"2010","France","Not seasonally adjusted data","From 25 to 74 years","Total","7.7",""
"2010","France","Not seasonally adjusted data","From 25 to 74 years","Males","7.4",""
"2010","France","Not seasonally adjusted data","From 25 to 74 years","Females","8.0",""
"2010","Croatia","Not seasonally adjusted data","Total","Total","11.7",""
"2010","Croatia","Not seasonally adjusted data","Total","Males","11.1",""
"2010","Croatia","Not seasonally adjusted data","Total","Females","12.4",""
"2010","Croatia","Not seasonally adjusted data","Less than 25 years","Total","32.4",""
"2010","Croatia","Not seasonally adjusted data","Less than 25 years","Males","31.5",""
"2010","Croatia","Not seasonally adjusted data","Less than 25 years","Females","33.6",""
"2010","Croatia","Not seasonally adjusted data","From 25 to 74 years","Total","9.5",""
"2010","Croatia","Not seasonally adjusted data","From 25 to 74 years","Males","8.7",""
"2010","Croatia","Not seasonally adjusted data","From 25 to 74 years","Females","10.3",""
"2010","Italy","Not seasonally adjusted data","Total","Total","8.4",""
"2010","Italy","Not seasonally adjusted data","Total","Males","7.5",""
"2010","Italy","Not seasonally adjusted data","Total","Females","9.6",""
"2010","Italy","Not seasonally adjusted data","Less than 25 years","Total","27.9",""
"2010","Italy","Not seasonally adjusted data","Less than 25 years","Males","26.9",""
"2010","Italy","Not seasonally adjusted data","Less than 25 years","Females","29.4",""
"2010","Italy","Not seasonally adjusted data","From 25 to 74 years","Total","6.9",""
"2010","Italy","Not seasonally adjusted data","From 25 to 74 years","Males","6.0",""
"2010","Italy","Not seasonally adjusted data","From 25 to 74 years","Females","8.2",""
"2010","Cyprus","Not seasonally adjusted data","Total","Total","6.3",""
"2010","Cyprus","Not seasonally adjusted data","Total","Males","6.2",""
"2010","Cyprus","Not seasonally adjusted data","Total","Females","6.4",""
"2010","Cyprus","Not seasonally adjusted data","Less than 25 years","Total","16.6",""
"2010","Cyprus","Not seasonally adjusted data","Less than 25 years","Males","15.9",""
"2010","Cyprus","Not seasonally adjusted data","Less than 25 years","Females","17.2",""
"2010","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Total","5.1",""
"2010","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Males","5.2",""
"2010","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Females","5.1",""
"2010","Latvia","Not seasonally adjusted data","Total","Total","19.5",""
"2010","Latvia","Not seasonally adjusted data","Total","Males","22.7",""
"2010","Latvia","Not seasonally adjusted data","Total","Females","16.3",""
"2010","Latvia","Not seasonally adjusted data","Less than 25 years","Total","36.2",""
"2010","Latvia","Not seasonally adjusted data","Less than 25 years","Males","37.3",""
"2010","Latvia","Not seasonally adjusted data","Less than 25 years","Females","34.8",""
"2010","Latvia","Not seasonally adjusted data","From 25 to 74 years","Total","17.4",""
"2010","Latvia","Not seasonally adjusted data","From 25 to 74 years","Males","20.7",""
"2010","Latvia","Not seasonally adjusted data","From 25 to 74 years","Females","14.2",""
"2010","Lithuania","Not seasonally adjusted data","Total","Total","17.8",""
"2010","Lithuania","Not seasonally adjusted data","Total","Males","21.2",""
"2010","Lithuania","Not seasonally adjusted data","Total","Females","14.5",""
"2010","Lithuania","Not seasonally adjusted data","Less than 25 years","Total","35.7",""
"2010","Lithuania","Not seasonally adjusted data","Less than 25 years","Males","39.0",""
"2010","Lithuania","Not seasonally adjusted data","Less than 25 years","Females","31.6",""
"2010","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Total","16.1",""
"2010","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Males","19.3",""
"2010","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Females","13.2",""
"2010","Luxembourg","Not seasonally adjusted data","Total","Total","4.6",""
"2010","Luxembourg","Not seasonally adjusted data","Total","Males","3.8",""
"2010","Luxembourg","Not seasonally adjusted data","Total","Females","5.5",""
"2010","Luxembourg","Not seasonally adjusted data","Less than 25 years","Total","15.8",""
"2010","Luxembourg","Not seasonally adjusted data","Less than 25 years","Males","17.2",""
"2010","Luxembourg","Not seasonally adjusted data","Less than 25 years","Females","14.3",""
"2010","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Total","3.8",""
"2010","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Males","3.0",""
"2010","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Females","4.9",""
"2010","Hungary","Not seasonally adjusted data","Total","Total","11.2",""
"2010","Hungary","Not seasonally adjusted data","Total","Males","11.6",""
"2010","Hungary","Not seasonally adjusted data","Total","Females","10.7",""
"2010","Hungary","Not seasonally adjusted data","Less than 25 years","Total","26.4",""
"2010","Hungary","Not seasonally adjusted data","Less than 25 years","Males","27.8",""
"2010","Hungary","Not seasonally adjusted data","Less than 25 years","Females","24.7",""
"2010","Hungary","Not seasonally adjusted data","From 25 to 74 years","Total","10.0",""
"2010","Hungary","Not seasonally adjusted data","From 25 to 74 years","Males","10.3",""
"2010","Hungary","Not seasonally adjusted data","From 25 to 74 years","Females","9.7",""
"2010","Malta","Not seasonally adjusted data","Total","Total","6.9",""
"2010","Malta","Not seasonally adjusted data","Total","Males","6.7",""
"2010","Malta","Not seasonally adjusted data","Total","Females","7.1",""
"2010","Malta","Not seasonally adjusted data","Less than 25 years","Total","13.2",""
"2010","Malta","Not seasonally adjusted data","Less than 25 years","Males","14.4",""
"2010","Malta","Not seasonally adjusted data","Less than 25 years","Females","11.8",""
"2010","Malta","Not seasonally adjusted data","From 25 to 74 years","Total","5.6",""
"2010","Malta","Not seasonally adjusted data","From 25 to 74 years","Males","5.5",""
"2010","Malta","Not seasonally adjusted data","From 25 to 74 years","Females","5.8",""
"2010","Netherlands","Not seasonally adjusted data","Total","Total","5.0",""
"2010","Netherlands","Not seasonally adjusted data","Total","Males","4.5",""
"2010","Netherlands","Not seasonally adjusted data","Total","Females","5.5",""
"2010","Netherlands","Not seasonally adjusted data","Less than 25 years","Total","11.1",""
"2010","Netherlands","Not seasonally adjusted data","Less than 25 years","Males","12.0",""
"2010","Netherlands","Not seasonally adjusted data","Less than 25 years","Females","10.1",""
"2010","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Total","3.9",""
"2010","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Males","3.2",""
"2010","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Females","4.6",""
"2010","Austria","Not seasonally adjusted data","Total","Total","4.8",""
"2010","Austria","Not seasonally adjusted data","Total","Males","5.0",""
"2010","Austria","Not seasonally adjusted data","Total","Females","4.6",""
"2010","Austria","Not seasonally adjusted data","Less than 25 years","Total","9.5",""
"2010","Austria","Not seasonally adjusted data","Less than 25 years","Males","9.6",""
"2010","Austria","Not seasonally adjusted data","Less than 25 years","Females","9.4",""
"2010","Austria","Not seasonally adjusted data","From 25 to 74 years","Total","4.1",""
"2010","Austria","Not seasonally adjusted data","From 25 to 74 years","Males","4.3",""
"2010","Austria","Not seasonally adjusted data","From 25 to 74 years","Females","3.9",""
"2010","Poland","Not seasonally adjusted data","Total","Total","9.7",""
"2010","Poland","Not seasonally adjusted data","Total","Males","9.4",""
"2010","Poland","Not seasonally adjusted data","Total","Females","10.0",""
"2010","Poland","Not seasonally adjusted data","Less than 25 years","Total","23.7",""
"2010","Poland","Not seasonally adjusted data","Less than 25 years","Males","22.4",""
"2010","Poland","Not seasonally adjusted data","Less than 25 years","Females","25.4",""
"2010","Poland","Not seasonally adjusted data","From 25 to 74 years","Total","8.1",""
"2010","Poland","Not seasonally adjusted data","From 25 to 74 years","Males","7.8",""
"2010","Poland","Not seasonally adjusted data","From 25 to 74 years","Females","8.4",""
"2010","Portugal","Not seasonally adjusted data","Total","Total","12.0","e"
"2010","Portugal","Not seasonally adjusted data","Total","Males","11.9","e"
"2010","Portugal","Not seasonally adjusted data","Total","Females","12.2","e"
"2010","Portugal","Not seasonally adjusted data","Less than 25 years","Total","28.2","e"
"2010","Portugal","Not seasonally adjusted data","Less than 25 years","Males","27.3","e"
"2010","Portugal","Not seasonally adjusted data","Less than 25 years","Females","29.2","e"
"2010","Portugal","Not seasonally adjusted data","From 25 to 74 years","Total","10.5","e"
"2010","Portugal","Not seasonally adjusted data","From 25 to 74 years","Males","10.4","e"
"2010","Portugal","Not seasonally adjusted data","From 25 to 74 years","Females","10.6","e"
"2010","Romania","Not seasonally adjusted data","Total","Total","7.0",""
"2010","Romania","Not seasonally adjusted data","Total","Males","7.6",""
"2010","Romania","Not seasonally adjusted data","Total","Females","6.2",""
"2010","Romania","Not seasonally adjusted data","Less than 25 years","Total","22.1",""
"2010","Romania","Not seasonally adjusted data","Less than 25 years","Males","22.1",""
"2010","Romania","Not seasonally adjusted data","Less than 25 years","Females","22.1",""
"2010","Romania","Not seasonally adjusted data","From 25 to 74 years","Total","5.6",""
"2010","Romania","Not seasonally adjusted data","From 25 to 74 years","Males","6.1",""
"2010","Romania","Not seasonally adjusted data","From 25 to 74 years","Females","4.9",""
"2010","Slovenia","Not seasonally adjusted data","Total","Total","7.3",""
"2010","Slovenia","Not seasonally adjusted data","Total","Males","7.5",""
"2010","Slovenia","Not seasonally adjusted data","Total","Females","7.1",""
"2010","Slovenia","Not seasonally adjusted data","Less than 25 years","Total","14.7",""
"2010","Slovenia","Not seasonally adjusted data","Less than 25 years","Males","15.2",""
"2010","Slovenia","Not seasonally adjusted data","Less than 25 years","Females","13.8",""
"2010","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Total","6.5",""
"2010","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Males","6.6",""
"2010","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Females","6.5",""
"2010","Slovakia","Not seasonally adjusted data","Total","Total","14.5",""
"2010","Slovakia","Not seasonally adjusted data","Total","Males","14.3",""
"2010","Slovakia","Not seasonally adjusted data","Total","Females","14.7",""
"2010","Slovakia","Not seasonally adjusted data","Less than 25 years","Total","33.9",""
"2010","Slovakia","Not seasonally adjusted data","Less than 25 years","Males","34.8",""
"2010","Slovakia","Not seasonally adjusted data","Less than 25 years","Females","32.6",""
"2010","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Total","12.5",""
"2010","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Males","12.1",""
"2010","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Females","13.1",""
"2010","Finland","Not seasonally adjusted data","Total","Total","8.4",""
"2010","Finland","Not seasonally adjusted data","Total","Males","9.1",""
"2010","Finland","Not seasonally adjusted data","Total","Females","7.6",""
"2010","Finland","Not seasonally adjusted data","Less than 25 years","Total","21.4",""
"2010","Finland","Not seasonally adjusted data","Less than 25 years","Males","23.8",""
"2010","Finland","Not seasonally adjusted data","Less than 25 years","Females","19.0",""
"2010","Finland","Not seasonally adjusted data","From 25 to 74 years","Total","6.6",""
"2010","Finland","Not seasonally adjusted data","From 25 to 74 years","Males","7.2",""
"2010","Finland","Not seasonally adjusted data","From 25 to 74 years","Females","6.0",""
"2010","Sweden","Not seasonally adjusted data","Total","Total","8.6",""
"2010","Sweden","Not seasonally adjusted data","Total","Males","8.7",""
"2010","Sweden","Not seasonally adjusted data","Total","Females","8.5",""
"2010","Sweden","Not seasonally adjusted data","Less than 25 years","Total","24.8",""
"2010","Sweden","Not seasonally adjusted data","Less than 25 years","Males","25.9",""
"2010","Sweden","Not seasonally adjusted data","Less than 25 years","Females","23.6",""
"2010","Sweden","Not seasonally adjusted data","From 25 to 74 years","Total","6.2",""
"2010","Sweden","Not seasonally adjusted data","From 25 to 74 years","Males","6.2",""
"2010","Sweden","Not seasonally adjusted data","From 25 to 74 years","Females","6.2",""
"2010","United Kingdom","Not seasonally adjusted data","Total","Total","7.8",""
"2010","United Kingdom","Not seasonally adjusted data","Total","Males","8.6",""
"2010","United Kingdom","Not seasonally adjusted data","Total","Females","6.9",""
"2010","United Kingdom","Not seasonally adjusted data","Less than 25 years","Total","19.9",""
"2010","United Kingdom","Not seasonally adjusted data","Less than 25 years","Males","22.0",""
"2010","United Kingdom","Not seasonally adjusted data","Less than 25 years","Females","17.6",""
"2010","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Total","5.8",""
"2010","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Males","6.4",""
"2010","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Females","5.0",""
"2010","Iceland","Not seasonally adjusted data","Total","Total","7.6",""
"2010","Iceland","Not seasonally adjusted data","Total","Males","8.3",""
"2010","Iceland","Not seasonally adjusted data","Total","Females","6.7",""
"2010","Iceland","Not seasonally adjusted data","Less than 25 years","Total","16.2",""
"2010","Iceland","Not seasonally adjusted data","Less than 25 years","Males","18.4",""
"2010","Iceland","Not seasonally adjusted data","Less than 25 years","Females","14.0",""
"2010","Iceland","Not seasonally adjusted data","From 25 to 74 years","Total","5.8",""
"2010","Iceland","Not seasonally adjusted data","From 25 to 74 years","Males","6.5",""
"2010","Iceland","Not seasonally adjusted data","From 25 to 74 years","Females","5.1",""
"2010","Norway","Not seasonally adjusted data","Total","Total","3.6",""
"2010","Norway","Not seasonally adjusted data","Total","Males","4.1",""
"2010","Norway","Not seasonally adjusted data","Total","Females","3.0",""
"2010","Norway","Not seasonally adjusted data","Less than 25 years","Total","9.2",""
"2010","Norway","Not seasonally adjusted data","Less than 25 years","Males","10.7",""
"2010","Norway","Not seasonally adjusted data","Less than 25 years","Females","7.7",""
"2010","Norway","Not seasonally adjusted data","From 25 to 74 years","Total","2.7",""
"2010","Norway","Not seasonally adjusted data","From 25 to 74 years","Males","3.0",""
"2010","Norway","Not seasonally adjusted data","From 25 to 74 years","Females","2.2",""
"2010","Turkey","Not seasonally adjusted data","Total","Total","11.1",""
"2010","Turkey","Not seasonally adjusted data","Total","Males",":",""
"2010","Turkey","Not seasonally adjusted data","Total","Females",":",""
"2010","Turkey","Not seasonally adjusted data","Less than 25 years","Total","19.8",""
"2010","Turkey","Not seasonally adjusted data","Less than 25 years","Males",":",""
"2010","Turkey","Not seasonally adjusted data","Less than 25 years","Females",":",""
"2010","Turkey","Not seasonally adjusted data","From 25 to 74 years","Total","9.3",""
"2010","Turkey","Not seasonally adjusted data","From 25 to 74 years","Males",":",""
"2010","Turkey","Not seasonally adjusted data","From 25 to 74 years","Females",":",""
"2010","United States","Not seasonally adjusted data","Total","Total","9.6",""
"2010","United States","Not seasonally adjusted data","Total","Males","10.5",""
"2010","United States","Not seasonally adjusted data","Total","Females","8.6",""
"2010","United States","Not seasonally adjusted data","Less than 25 years","Total","18.4",""
"2010","United States","Not seasonally adjusted data","Less than 25 years","Males","20.8",""
"2010","United States","Not seasonally adjusted data","Less than 25 years","Females","15.8",""
"2010","United States","Not seasonally adjusted data","From 25 to 74 years","Total","8.2",""
"2010","United States","Not seasonally adjusted data","From 25 to 74 years","Males","8.9",""
"2010","United States","Not seasonally adjusted data","From 25 to 74 years","Females","7.4",""
"2010","Japan","Not seasonally adjusted data","Total","Total","5.0",""
"2010","Japan","Not seasonally adjusted data","Total","Males","5.4",""
"2010","Japan","Not seasonally adjusted data","Total","Females","4.6",""
"2010","Japan","Not seasonally adjusted data","Less than 25 years","Total","9.5",""
"2010","Japan","Not seasonally adjusted data","Less than 25 years","Males","10.8",""
"2010","Japan","Not seasonally adjusted data","Less than 25 years","Females","8.2",""
